employee_id,job_title,department,education_level,location,seniority_level,gender,years_experience,performance_score,salary
12739,Backend Developer,Data,Master,Ariana,Senior,M,11,2.73,11690
12740,ML Engineer,IT,Master,Tunis,Senior,M,16,4.03,13580
12741,Mobile Developer,Data,Bachelor,Sousse,Mid,M,17,3.43,11175
12742,Backend Developer,Data,Bachelor,Ariana,Mid,M,7,4.87,8854
12743,Backend Developer,IT,Bachelor,Ariana,Senior,F,17,3.78,12674
12744,ML Engineer,IT,Master,Sousse,Mid,F,10,2.68,9353
12745,DevOps Engineer,Data,Bachelor,Sousse,Mid,M,12,4.09,10075
12746,Backend Developer,Data,Bachelor,Sfax,Senior,M,11,4.45,11488
12747,ML Engineer,IT,Bachelor,Ariana,Mid,M,14,2.9,9748
12748,Backend Developer,IT,Bachelor,Sousse,Mid,F,2,3.62,6511
12749,Frontend Developer,R&D,Master,Ariana,Senior,F,2,4.36,9611
12750,DevOps Engineer,Data,Bachelor,Tunis,Mid,M,5,2.55,7057
12751,Data Scientist,Data,Bachelor,Nabeul,Mid,M,2,2.57,6734
12752,Backend Developer,R&D,PhD,Nabeul,Junior,F,8,4.19,7526
12753,Frontend Developer,Data,Bachelor,Sousse,Junior,F,10,4.31,7573
12754,Data Scientist,Engineering,Master,Sousse,Junior,M,7,4.61,8480
12755,Data Scientist,Data,Bachelor,Ariana,Mid,F,3,3.5,7748
12756,Mobile Developer,R&D,Bachelor,Sousse,Mid,F,19,3.47,11289
12757,Backend Developer,Engineering,Master,Ariana,Senior,F,14,3.88,12977
12758,ML Engineer,IT,Master,Sousse,Mid,M,4,4.39,8937
12759,Backend Developer,R&D,Bachelor,Ariana,Senior,F,6,4.1,10242
12760,Frontend Developer,R&D,PhD,Sousse,Junior,M,7,3.32,7862
12761,Data Scientist,IT,PhD,Sfax,Senior,F,6,3.37,11078
12762,Backend Developer,R&D,PhD,Ariana,Mid,M,7,4.41,9299
12763,ML Engineer,Data,Bachelor,Sfax,Mid,M,3,3.84,7943
12764,Mobile Developer,IT,Bachelor,Sfax,Junior,F,0,2.74,3867
12765,Backend Developer,R&D,Master,Sfax,Mid,M,4,2.88,7652
12766,DevOps Engineer,IT,Master,Sfax,Mid,M,10,4.63,10780
12767,Mobile Developer,IT,Bachelor,Tunis,Mid,M,3,5.0,8793
12768,ML Engineer,IT,Master,Nabeul,Senior,M,1,3.34,8634
12769,Frontend Developer,Engineering,Bachelor,Tunis,Senior,M,16,3.47,12137
12770,Data Scientist,R&D,Bachelor,Sousse,Senior,F,11,2.89,9651
12771,Backend Developer,Engineering,Bachelor,Sousse,Mid,M,1,3.09,6029
12772,ML Engineer,R&D,Master,Nabeul,Senior,M,8,3.56,10717
12773,Mobile Developer,Data,Bachelor,Nabeul,Senior,M,5,3.21,9263
12774,DevOps Engineer,Data,Master,Nabeul,Junior,M,5,4.25,7258
12775,ML Engineer,Data,Master,Sfax,Mid,M,17,3.84,11467
12776,QA Engineer,R&D,Master,Tunis,Junior,M,2,4.56,6723
12777,DevOps Engineer,IT,PhD,Sousse,Junior,M,14,4.31,10614
12778,Mobile Developer,IT,Master,Tunis,Junior,M,6,2.82,6843
12779,Frontend Developer,Engineering,PhD,Tunis,Junior,F,12,2.81,8265
12780,Data Scientist,Engineering,Bachelor,Tunis,Mid,F,9,4.74,10187
12781,Mobile Developer,Data,Bachelor,Nabeul,Mid,M,3,4.55,8157
12782,Frontend Developer,Engineering,Bachelor,Nabeul,Junior,M,15,3.67,8247
12783,Backend Developer,R&D,Bachelor,Sousse,Senior,F,8,2.83,8798
12784,ML Engineer,R&D,Master,Sousse,Senior,M,9,4.75,11727
12785,QA Engineer,Engineering,Bachelor,Sousse,Senior,F,18,3.08,12577
12786,DevOps Engineer,Engineering,Bachelor,Tunis,Mid,M,16,2.59,11126
12787,DevOps Engineer,Engineering,Master,Nabeul,Mid,M,0,4.81,7606
12788,ML Engineer,Engineering,Master,Sfax,Junior,F,12,4.52,8170
12789,QA Engineer,Data,Bachelor,Tunis,Junior,F,3,4.23,5609
12790,ML Engineer,Data,Master,Ariana,Junior,M,14,2.59,8608
12791,Backend Developer,Engineering,Bachelor,Tunis,Mid,M,9,3.82,9174
12792,Frontend Developer,R&D,Bachelor,Nabeul,Senior,M,19,4.13,13708
12793,Mobile Developer,Data,Master,Ariana,Junior,F,8,4.4,7623
12794,DevOps Engineer,R&D,Master,Tunis,Junior,F,7,3.68,7595
12795,Backend Developer,IT,Bachelor,Nabeul,Junior,M,19,4.88,10997
12796,Frontend Developer,R&D,Master,Nabeul,Mid,M,5,3.11,8517
12797,Backend Developer,Engineering,Bachelor,Sfax,Junior,M,9,2.67,5610
12798,QA Engineer,IT,Bachelor,Tunis,Mid,M,19,3.33,11524
12799,DevOps Engineer,Data,Bachelor,Nabeul,Junior,M,16,4.15,9893
12800,Mobile Developer,Data,Master,Sousse,Mid,F,4,4.34,7919
12801,ML Engineer,IT,Master,Nabeul,Junior,M,13,4.35,9417
12802,ML Engineer,R&D,Bachelor,Sfax,Mid,M,16,2.78,10481
12803,Frontend Developer,Data,Bachelor,Nabeul,Junior,F,10,4.71,7802
12804,Mobile Developer,Engineering,Master,Tunis,Senior,M,3,3.2,9394
12805,Data Scientist,IT,Bachelor,Tunis,Mid,M,16,3.02,10848
12806,QA Engineer,Engineering,Bachelor,Ariana,Mid,M,1,4.04,7191
12807,Frontend Developer,IT,Master,Tunis,Mid,M,0,3.03,6507
12808,Data Scientist,Data,Bachelor,Ariana,Junior,F,17,3.77,8738
12809,Backend Developer,R&D,Master,Sousse,Junior,F,6,3.52,6801
12810,QA Engineer,IT,Bachelor,Sfax,Mid,M,5,3.08,8325
12811,Backend Developer,IT,Master,Sousse,Mid,M,5,3.23,8976
12812,Mobile Developer,Engineering,Bachelor,Ariana,Mid,M,13,3.57,9819
12813,DevOps Engineer,Data,Master,Nabeul,Mid,M,11,3.37,9830
12814,QA Engineer,Engineering,Bachelor,Nabeul,Senior,M,13,3.45,11546
12815,Data Scientist,Data,Master,Sousse,Senior,M,13,4.34,13793
12816,DevOps Engineer,Engineering,Master,Nabeul,Junior,M,11,2.92,8177
12817,ML Engineer,IT,Bachelor,Ariana,Mid,M,8,4.07,9069
12818,Data Scientist,Engineering,Bachelor,Sfax,Junior,F,8,4.2,6437
12819,Frontend Developer,R&D,Master,Tunis,Mid,F,1,4.51,7672
12820,ML Engineer,Data,PhD,Ariana,Junior,F,17,4.62,10341
12821,ML Engineer,Data,Bachelor,Ariana,Junior,M,4,2.9,4721
12822,Frontend Developer,IT,Bachelor,Tunis,Senior,F,11,2.85,10487
12823,QA Engineer,Data,Master,Tunis,Mid,F,13,4.04,10877
12824,ML Engineer,R&D,Bachelor,Sfax,Junior,F,12,4.39,7865
12825,Mobile Developer,Engineering,PhD,Sfax,Junior,M,2,3.18,6667
12826,Data Scientist,IT,Master,Sfax,Mid,F,14,3.81,10269
12827,DevOps Engineer,R&D,Master,Nabeul,Senior,M,14,4.43,13182
12828,ML Engineer,Data,Bachelor,Ariana,Mid,F,2,4.42,6771
12829,Data Scientist,Data,Bachelor,Tunis,Senior,M,19,4.13,13747
12830,Backend Developer,R&D,Master,Ariana,Junior,F,18,2.7,9472
12831,Data Scientist,Engineering,PhD,Ariana,Mid,F,14,2.63,12098
12832,DevOps Engineer,Engineering,PhD,Sfax,Senior,M,18,3.47,14171
12833,Data Scientist,IT,Bachelor,Sfax,Mid,M,7,2.57,7871
12834,Frontend Developer,Data,Bachelor,Ariana,Junior,M,12,4.76,10071
12835,DevOps Engineer,R&D,Bachelor,Sfax,Mid,M,9,2.55,8727
12836,QA Engineer,Engineering,Master,Nabeul,Mid,M,1,2.57,6973
12837,Backend Developer,IT,Bachelor,Tunis,Mid,M,10,2.91,9308
12838,Frontend Developer,Data,Bachelor,Ariana,Senior,F,18,4.07,13393
12839,QA Engineer,Data,Bachelor,Tunis,Senior,M,8,3.85,10005
12840,Data Scientist,IT,Bachelor,Nabeul,Mid,F,8,4.15,7847
12841,DevOps Engineer,IT,PhD,Sfax,Junior,F,5,4.73,7849
12842,Backend Developer,Engineering,Bachelor,Sousse,Mid,F,9,3.64,8382
12843,Frontend Developer,R&D,Bachelor,Nabeul,Senior,F,7,2.61,10332
12844,QA Engineer,Data,Bachelor,Sousse,Senior,M,14,4.41,13105
12845,QA Engineer,R&D,Bachelor,Tunis,Junior,F,5,4.53,6750
12846,Backend Developer,Data,Bachelor,Ariana,Mid,M,6,2.62,6435
12847,Mobile Developer,Data,Bachelor,Sfax,Junior,F,19,3.11,9035
12848,Data Scientist,R&D,Master,Nabeul,Junior,F,16,4.43,10011
12849,Backend Developer,IT,Bachelor,Sfax,Mid,F,3,3.44,6464
12850,QA Engineer,Engineering,Bachelor,Sousse,Mid,M,7,3.68,8171
12851,ML Engineer,Data,Bachelor,Sousse,Junior,M,12,4.56,8439
12852,Frontend Developer,IT,Master,Ariana,Senior,F,13,2.74,11809
12853,Backend Developer,Data,Master,Sousse,Senior,F,17,4.19,15017
12854,Mobile Developer,Engineering,Master,Ariana,Senior,M,16,3.04,12816
12855,QA Engineer,Data,Master,Nabeul,Junior,F,17,2.66,9745
12856,Data Scientist,Engineering,Master,Ariana,Mid,M,13,4.16,11959
12857,QA Engineer,Engineering,Bachelor,Sousse,Mid,F,10,2.8,7942
12858,Data Scientist,Data,PhD,Tunis,Junior,F,9,4.37,9729
12859,Backend Developer,Data,Bachelor,Ariana,Mid,M,12,3.01,9633
12860,Data Scientist,Engineering,Bachelor,Sfax,Senior,M,19,2.62,11713
12861,DevOps Engineer,IT,Master,Tunis,Junior,F,15,2.75,9423
12862,DevOps Engineer,R&D,Bachelor,Ariana,Senior,M,13,4.6,11561
12863,DevOps Engineer,Engineering,PhD,Sfax,Senior,M,2,3.43,10875
12864,Mobile Developer,Data,Bachelor,Tunis,Senior,F,17,3.26,12839
12865,Mobile Developer,Data,Master,Ariana,Senior,F,5,3.73,9531
12866,ML Engineer,IT,Master,Nabeul,Junior,M,19,4.08,10868
12867,Mobile Developer,R&D,PhD,Sfax,Senior,M,2,2.59,10026
12868,Backend Developer,Engineering,PhD,Nabeul,Junior,M,18,4.75,11575
12869,QA Engineer,Engineering,Master,Sousse,Senior,F,2,4.9,10725
12870,QA Engineer,R&D,Master,Ariana,Junior,M,11,3.54,8984
12871,ML Engineer,Engineering,Bachelor,Ariana,Junior,F,7,3.53,5454
12872,Mobile Developer,R&D,Bachelor,Sfax,Mid,F,4,4.7,7717
12873,Data Scientist,Data,Master,Ariana,Junior,M,16,3.57,10203
12874,ML Engineer,R&D,PhD,Sousse,Mid,M,9,4.64,10682
12875,Data Scientist,Engineering,Master,Ariana,Mid,F,16,2.57,11339
12876,Data Scientist,R&D,PhD,Tunis,Senior,M,8,3.72,12293
12877,Frontend Developer,IT,Master,Nabeul,Mid,F,12,4.88,11303
12878,QA Engineer,Data,Bachelor,Sousse,Junior,F,9,3.13,6383
12879,DevOps Engineer,Data,Bachelor,Sousse,Junior,F,7,3.17,5494
12880,Mobile Developer,R&D,Bachelor,Nabeul,Mid,M,6,4.08,9032
12881,Data Scientist,Engineering,Bachelor,Nabeul,Mid,M,1,4.82,8311
12882,Frontend Developer,IT,Master,Sousse,Mid,F,1,3.0,7346
12883,QA Engineer,Data,PhD,Nabeul,Junior,F,3,4.8,7725
12884,DevOps Engineer,Data,Master,Sfax,Junior,M,8,4.16,8059
12885,Data Scientist,Engineering,Bachelor,Nabeul,Junior,M,13,4.98,8724
12886,Data Scientist,Engineering,Bachelor,Tunis,Junior,M,10,4.34,8257
12887,ML Engineer,IT,Bachelor,Tunis,Junior,F,6,4.17,5960
12888,ML Engineer,R&D,Bachelor,Sfax,Senior,M,18,4.54,14237
12889,QA Engineer,Engineering,Bachelor,Nabeul,Junior,F,3,2.94,4893
12890,DevOps Engineer,R&D,Bachelor,Tunis,Mid,F,1,4.86,6314
12891,Data Scientist,IT,Bachelor,Ariana,Mid,F,18,2.91,10768
12892,QA Engineer,R&D,Bachelor,Nabeul,Junior,F,17,2.56,7846
12893,QA Engineer,Data,PhD,Sfax,Mid,F,6,4.24,8916
12894,Backend Developer,R&D,Bachelor,Nabeul,Mid,M,10,2.96,7820
12895,Mobile Developer,IT,Bachelor,Sousse,Mid,M,9,4.4,8765
12896,ML Engineer,IT,Bachelor,Sousse,Senior,F,10,4.49,10474
12897,DevOps Engineer,IT,Bachelor,Tunis,Junior,M,8,3.09,7275
12898,Data Scientist,R&D,Master,Sousse,Senior,M,2,2.72,9342
12899,QA Engineer,Data,Master,Sfax,Mid,M,4,3.75,9482
12900,Data Scientist,Engineering,Bachelor,Tunis,Mid,M,0,4.73,7004
12901,Backend Developer,Data,Master,Sfax,Senior,F,0,4.62,8493
12902,DevOps Engineer,R&D,Bachelor,Sfax,Senior,F,19,2.79,12650
12903,QA Engineer,R&D,Master,Sousse,Mid,M,4,4.91,8908
12904,Data Scientist,Engineering,Bachelor,Sousse,Senior,F,18,3.16,12789
12905,ML Engineer,R&D,Bachelor,Sfax,Mid,M,5,3.37,7041
12906,Mobile Developer,IT,Master,Sousse,Mid,F,2,2.87,7062
12907,Backend Developer,IT,Master,Sousse,Junior,M,12,3.44,9425
12908,DevOps Engineer,IT,Master,Sousse,Junior,F,16,4.09,10511
12909,Backend Developer,IT,Bachelor,Nabeul,Senior,M,2,3.77,9428
12910,ML Engineer,IT,Bachelor,Sfax,Junior,M,2,4.57,6049
12911,DevOps Engineer,R&D,PhD,Ariana,Junior,F,12,4.1,9885
12912,Backend Developer,Engineering,Bachelor,Sfax,Senior,M,1,3.16,8198
12913,Frontend Developer,Engineering,Bachelor,Tunis,Junior,F,2,3.89,5209
12914,ML Engineer,IT,Bachelor,Sousse,Junior,F,19,2.66,9018
12915,ML Engineer,R&D,Bachelor,Sousse,Mid,M,15,3.95,10599
12916,ML Engineer,Data,Bachelor,Ariana,Mid,F,11,3.47,9217
12917,Frontend Developer,Data,Bachelor,Tunis,Senior,M,8,2.75,10802
12918,Frontend Developer,R&D,Bachelor,Nabeul,Mid,M,15,3.27,10637
12919,Data Scientist,IT,PhD,Sfax,Mid,F,3,4.75,9294
12920,QA Engineer,Engineering,Bachelor,Nabeul,Mid,M,19,3.97,12392
12921,Mobile Developer,R&D,Bachelor,Tunis,Mid,F,17,4.76,11639
12922,Backend Developer,Data,Master,Ariana,Mid,M,0,3.53,7131
12923,Data Scientist,Data,Master,Tunis,Senior,F,6,4.95,11392
12924,Backend Developer,Data,Bachelor,Ariana,Mid,M,19,3.4,11323
12925,Mobile Developer,IT,Master,Nabeul,Junior,M,11,4.39,9582
12926,QA Engineer,Data,Bachelor,Nabeul,Junior,F,7,3.26,6683
12927,Frontend Developer,R&D,Master,Tunis,Mid,M,7,2.76,8754
12928,QA Engineer,R&D,Bachelor,Tunis,Junior,F,8,4.58,6727
12929,Frontend Developer,Data,Bachelor,Sousse,Mid,M,13,4.41,11632
12930,Mobile Developer,R&D,Master,Ariana,Senior,M,19,4.55,14471
12931,QA Engineer,Data,Master,Sousse,Mid,F,4,3.25,7660
12932,Data Scientist,Data,Bachelor,Sfax,Junior,M,19,4.26,9358
12933,DevOps Engineer,Engineering,Bachelor,Sfax,Senior,M,1,3.05,8845
12934,Data Scientist,IT,Bachelor,Tunis,Junior,F,9,2.53,5493
12935,Backend Developer,IT,Master,Nabeul,Mid,F,8,4.67,9952
12936,Data Scientist,Engineering,Bachelor,Sfax,Mid,M,6,3.81,8427
12937,Mobile Developer,Engineering,Bachelor,Sfax,Junior,M,17,4.96,10148
12938,ML Engineer,IT,Bachelor,Sousse,Senior,F,11,3.46,10511
12939,Backend Developer,Data,Master,Sousse,Junior,F,10,4.89,8809
12940,QA Engineer,Data,Master,Sfax,Senior,F,9,4.04,12213
12941,Backend Developer,IT,Master,Tunis,Junior,F,12,3.78,8412
12942,DevOps Engineer,Data,Bachelor,Sousse,Junior,M,8,3.26,5905
12943,Frontend Developer,Engineering,PhD,Sfax,Junior,F,15,4.56,9602
12944,QA Engineer,Data,Master,Nabeul,Junior,F,16,4.57,9999
12945,Backend Developer,Data,Master,Sousse,Mid,M,4,3.54,8138
12946,QA Engineer,R&D,Bachelor,Sfax,Mid,M,5,4.32,8190
12947,QA Engineer,R&D,Bachelor,Ariana,Senior,M,9,3.62,10854
12948,QA Engineer,R&D,Master,Sousse,Junior,F,10,4.35,8050
12949,Frontend Developer,Data,Bachelor,Ariana,Mid,M,1,4.99,8904
12950,Mobile Developer,IT,Bachelor,Sousse,Mid,M,6,3.16,8109
12951,Data Scientist,Engineering,Master,Sousse,Mid,M,13,4.09,11640
12952,QA Engineer,Data,Master,Ariana,Mid,M,3,3.45,7959
12953,ML Engineer,IT,PhD,Tunis,Mid,M,4,3.87,9173
12954,Mobile Developer,Data,Master,Sfax,Junior,F,18,4.69,10422
12955,DevOps Engineer,Engineering,Bachelor,Tunis,Senior,M,19,3.37,13411
12956,Frontend Developer,Data,Bachelor,Tunis,Mid,F,9,2.68,7332
12957,Backend Developer,Engineering,Bachelor,Sfax,Mid,F,5,4.5,7171
12958,Frontend Developer,Data,Bachelor,Nabeul,Junior,F,1,3.89,4409
12959,Backend Developer,Engineering,Bachelor,Tunis,Junior,F,2,3.62,4377
12960,Frontend Developer,Data,Bachelor,Tunis,Junior,M,14,2.96,7938
12961,Backend Developer,Engineering,Master,Tunis,Junior,M,9,2.73,7353
12962,QA Engineer,R&D,Master,Nabeul,Junior,M,16,3.2,9595
12963,Data Scientist,Data,PhD,Sousse,Senior,F,6,4.3,11751
12964,Backend Developer,Data,Master,Ariana,Mid,M,1,3.53,7907
12965,Backend Developer,IT,Master,Ariana,Mid,M,6,3.93,9127
12966,ML Engineer,IT,Master,Nabeul,Junior,F,14,2.71,9503
12967,Backend Developer,Engineering,PhD,Tunis,Senior,F,2,2.81,9172
12968,ML Engineer,Data,Master,Ariana,Junior,F,4,2.53,6027
12969,DevOps Engineer,Engineering,Master,Nabeul,Senior,F,7,4.18,11111
12970,QA Engineer,R&D,PhD,Sfax,Senior,M,3,3.16,10169
12971,ML Engineer,IT,PhD,Ariana,Mid,F,17,4.92,13001
12972,Data Scientist,Engineering,Bachelor,Sfax,Senior,M,18,3.27,12817
12973,Mobile Developer,Engineering,Bachelor,Tunis,Mid,F,7,3.41,8314
12974,QA Engineer,IT,Bachelor,Ariana,Junior,M,5,3.67,6742
12975,ML Engineer,Data,Bachelor,Nabeul,Junior,M,4,3.3,5653
12976,QA Engineer,Engineering,Bachelor,Sousse,Junior,F,4,4.54,4983
12977,QA Engineer,IT,Bachelor,Ariana,Junior,M,16,4.69,10032
12978,QA Engineer,Data,Bachelor,Ariana,Mid,F,5,2.53,6801
12979,DevOps Engineer,R&D,Bachelor,Ariana,Junior,F,12,4.14,7409
12980,Data Scientist,IT,Master,Ariana,Senior,F,8,4.22,11198
12981,Frontend Developer,Engineering,Bachelor,Nabeul,Junior,M,11,4.9,8301
12982,Frontend Developer,R&D,Master,Nabeul,Mid,M,9,3.43,9158
12983,ML Engineer,Data,Master,Sousse,Senior,F,0,2.99,8133
12984,QA Engineer,Data,Master,Nabeul,Junior,F,10,3.8,8695
12985,ML Engineer,IT,PhD,Nabeul,Mid,M,5,3.62,9461
12986,DevOps Engineer,IT,Bachelor,Tunis,Senior,M,2,4.48,9236
12987,DevOps Engineer,IT,Bachelor,Tunis,Junior,M,5,4.76,6941
12988,Backend Developer,Data,Bachelor,Sfax,Mid,F,8,2.72,7953
12989,DevOps Engineer,R&D,Bachelor,Sousse,Junior,M,7,4.62,7060
12990,Backend Developer,Data,Master,Tunis,Senior,M,14,4.77,13641
12991,Data Scientist,Engineering,Bachelor,Sousse,Mid,F,5,4.81,8187
12992,ML Engineer,Data,Bachelor,Sousse,Mid,M,10,4.41,8651
12993,Mobile Developer,Engineering,Bachelor,Ariana,Senior,F,9,4.36,10982
12994,Data Scientist,R&D,Bachelor,Sousse,Junior,M,10,2.54,6919
12995,DevOps Engineer,IT,Master,Ariana,Senior,M,3,4.8,10750
12996,Data Scientist,IT,Master,Sfax,Senior,M,12,3.38,12209
12997,Data Scientist,Data,Bachelor,Sfax,Senior,M,7,2.6,9414
12998,Data Scientist,IT,Bachelor,Sfax,Senior,M,19,3.53,12984
12999,DevOps Engineer,R&D,Bachelor,Ariana,Mid,M,14,4.33,10882
13000,Mobile Developer,IT,Bachelor,Ariana,Senior,M,6,3.6,9938
13001,QA Engineer,Data,Master,Sfax,Junior,F,0,4.4,6194
13002,Data Scientist,R&D,Bachelor,Ariana,Mid,M,8,3.77,8572
13003,Backend Developer,Engineering,Master,Nabeul,Junior,F,7,3.25,7385
13004,DevOps Engineer,Data,Master,Nabeul,Senior,F,1,3.01,8932
13005,Data Scientist,Engineering,Bachelor,Ariana,Mid,M,13,3.55,9707
13006,Mobile Developer,R&D,Bachelor,Ariana,Senior,M,11,2.59,10012
13007,QA Engineer,Data,PhD,Tunis,Junior,M,16,3.56,11145
13008,DevOps Engineer,Data,Master,Tunis,Senior,M,18,2.67,13738
13009,Frontend Developer,R&D,Bachelor,Sousse,Senior,M,5,4.69,10589
13010,QA Engineer,IT,Master,Sousse,Mid,M,4,3.94,8661
13011,Backend Developer,Data,Master,Sousse,Junior,F,5,4.12,6254
13012,Data Scientist,Data,Bachelor,Sfax,Mid,M,2,3.22,6921
13013,Mobile Developer,Engineering,Master,Nabeul,Junior,M,15,3.06,9708
13014,Frontend Developer,IT,Bachelor,Sfax,Mid,M,17,4.27,10495
13015,Mobile Developer,Engineering,Bachelor,Ariana,Junior,F,13,4.18,8478
13016,Frontend Developer,Engineering,PhD,Tunis,Junior,M,14,2.81,10079
13017,DevOps Engineer,IT,Master,Ariana,Junior,F,3,3.1,6110
13018,Frontend Developer,IT,Bachelor,Ariana,Junior,M,10,4.87,8407
13019,Backend Developer,R&D,Bachelor,Tunis,Junior,F,4,3.26,5002
13020,Backend Developer,IT,Master,Ariana,Senior,M,8,2.56,10615
13021,ML Engineer,Data,Master,Sousse,Mid,F,4,2.66,6744
13022,Backend Developer,IT,Master,Tunis,Junior,F,6,4.44,7747
13023,QA Engineer,R&D,PhD,Ariana,Mid,M,17,4.39,13570
13024,Frontend Developer,R&D,Master,Sousse,Mid,M,17,3.45,11790
13025,Backend Developer,R&D,Bachelor,Sousse,Senior,M,19,2.88,13402
13026,DevOps Engineer,IT,Bachelor,Nabeul,Junior,F,1,3.75,4952
13027,Mobile Developer,IT,Bachelor,Sousse,Junior,F,12,3.33,6942
13028,Mobile Developer,Engineering,Master,Sfax,Senior,M,12,3.43,13264
13029,ML Engineer,Engineering,Master,Tunis,Junior,M,16,3.15,9292
13030,Mobile Developer,Data,Bachelor,Tunis,Junior,M,16,2.66,7582
13031,Frontend Developer,Engineering,Bachelor,Tunis,Junior,F,5,4.48,6365
13032,ML Engineer,Data,Bachelor,Ariana,Junior,F,13,4.05,8335
13033,Frontend Developer,R&D,Bachelor,Ariana,Senior,M,13,4.59,12167
13034,DevOps Engineer,Engineering,Bachelor,Sfax,Junior,M,11,3.76,7953
13035,ML Engineer,IT,Bachelor,Sousse,Senior,M,4,4.96,9655
13036,Data Scientist,Engineering,Bachelor,Ariana,Senior,M,4,4.91,9166
13037,QA Engineer,Data,Bachelor,Sousse,Mid,M,3,3.18,7576
13038,QA Engineer,Engineering,Master,Sousse,Junior,M,12,3.47,8921
13039,Frontend Developer,R&D,Bachelor,Ariana,Junior,M,3,4.38,5763
13040,Mobile Developer,IT,Master,Ariana,Mid,F,17,4.44,12974
13041,Data Scientist,Data,Master,Sfax,Mid,F,15,4.78,11581
13042,ML Engineer,IT,Master,Nabeul,Mid,F,17,4.13,12227
13043,Data Scientist,IT,Master,Tunis,Mid,M,1,3.69,7119
13044,Data Scientist,Data,Bachelor,Ariana,Senior,F,3,3.44,7428
13045,Mobile Developer,IT,Bachelor,Ariana,Mid,F,19,3.55,11679
13046,ML Engineer,IT,PhD,Sousse,Mid,M,16,4.63,13318
13047,DevOps Engineer,Engineering,Master,Nabeul,Senior,M,19,4.95,15999
13048,Mobile Developer,IT,PhD,Ariana,Junior,F,5,2.63,6084
13049,Data Scientist,IT,Master,Nabeul,Junior,F,17,3.95,9193
13050,Data Scientist,IT,Bachelor,Tunis,Junior,M,19,3.8,9802
13051,DevOps Engineer,IT,Bachelor,Sousse,Junior,M,6,3.44,6548
13052,Data Scientist,Data,Master,Sfax,Mid,F,12,4.63,9711
13053,Data Scientist,R&D,Bachelor,Tunis,Junior,F,8,3.94,6746
13054,Data Scientist,Engineering,Bachelor,Nabeul,Mid,F,1,3.28,5952
13055,QA Engineer,IT,Master,Nabeul,Senior,M,7,3.61,10745
13056,Mobile Developer,IT,Bachelor,Tunis,Junior,M,13,3.39,7765
13057,Backend Developer,Data,Bachelor,Nabeul,Mid,M,17,3.58,11784
13058,Mobile Developer,R&D,Master,Sfax,Junior,F,0,2.68,3776
13059,DevOps Engineer,IT,Master,Sfax,Junior,F,8,2.78,7343
13060,Data Scientist,Data,Bachelor,Nabeul,Mid,M,8,4.06,9214
13061,Mobile Developer,Engineering,Master,Nabeul,Senior,M,1,4.21,9356
13062,QA Engineer,Engineering,Master,Sfax,Junior,F,15,4.09,10320
13063,DevOps Engineer,IT,Bachelor,Nabeul,Junior,F,3,4.41,4621
13064,Frontend Developer,IT,Bachelor,Ariana,Junior,F,12,4.86,8832
13065,Mobile Developer,R&D,Bachelor,Sousse,Junior,M,16,4.65,9187
13066,Frontend Developer,R&D,Bachelor,Ariana,Junior,F,10,3.55,6823
13067,Data Scientist,IT,Bachelor,Nabeul,Mid,F,1,3.04,6207
13068,QA Engineer,Data,PhD,Nabeul,Junior,M,3,3.28,7367
13069,QA Engineer,R&D,Master,Sousse,Mid,F,11,3.97,9685
13070,Mobile Developer,IT,Master,Nabeul,Mid,M,1,4.64,8417
13071,DevOps Engineer,R&D,PhD,Sousse,Mid,F,0,4.25,7718
13072,DevOps Engineer,IT,Master,Sfax,Junior,F,5,3.86,6195
13073,QA Engineer,Engineering,Bachelor,Sousse,Senior,M,15,4.0,11777
13074,DevOps Engineer,IT,Bachelor,Sousse,Junior,F,1,3.82,4491
13075,QA Engineer,Engineering,Master,Ariana,Senior,M,13,4.93,12711
13076,Mobile Developer,R&D,Bachelor,Nabeul,Junior,F,19,4.54,9505
13077,Backend Developer,IT,Bachelor,Sfax,Mid,F,11,4.45,9384
13078,QA Engineer,R&D,Master,Tunis,Junior,F,18,3.79,10105
13079,Frontend Developer,Engineering,PhD,Sousse,Junior,F,2,3.33,5917
13080,DevOps Engineer,IT,Bachelor,Tunis,Junior,M,18,2.55,9177
13081,QA Engineer,R&D,Master,Nabeul,Junior,M,10,2.61,8578
13082,QA Engineer,Engineering,Bachelor,Sousse,Senior,M,3,2.58,8123
13083,Mobile Developer,R&D,Master,Tunis,Mid,F,16,4.95,11655
13084,DevOps Engineer,Data,Bachelor,Ariana,Junior,M,16,2.79,8246
13085,Backend Developer,Engineering,Master,Tunis,Mid,F,6,2.86,6759
13086,Mobile Developer,Engineering,Bachelor,Ariana,Senior,M,4,3.71,9043
13087,Backend Developer,Engineering,Master,Sfax,Mid,F,18,3.7,12865
13088,Mobile Developer,IT,Bachelor,Nabeul,Junior,M,18,4.8,10414
13089,DevOps Engineer,IT,Bachelor,Tunis,Senior,F,8,2.68,9311
13090,ML Engineer,IT,Bachelor,Sousse,Junior,F,16,4.89,9732
13091,DevOps Engineer,Data,Bachelor,Nabeul,Mid,F,8,3.04,7797
13092,DevOps Engineer,Data,Bachelor,Tunis,Mid,F,13,4.93,11070
13093,Backend Developer,Engineering,Bachelor,Sousse,Senior,F,4,3.85,8974
13094,Backend Developer,Data,Master,Sousse,Senior,F,1,4.13,9850
